ID,Category,Type,Gender,Season,Occasion,Material,Color,Price Range,Age Group,Sleeve Length,Fit Type,Pattern,Brand
936,Western,Jeans,Unisex,Monsoon,Casual,Denim,Blue,Medium,Kids,Sleeveless,Loose Fit,Checked,FabIndia
937,Western,Jeans,Unisex,Summer,Casual,Denim,Grey,High,Kids,Half,Regular Fit,Embroidered,Nike
938,Western,Shirt,Men,Monsoon,Office,Linen,Yellow,Low,Kids,Half,Regular Fit,Striped,Zara
939,Western,T-Shirt,Men,All,Casual,Silk,Yellow,High,Teens,Sleeveless,Slim Fit,Striped,FabIndia
940,Seasonal,Jacket,Unisex,Summer,Travel,Denim,Blue,Medium,Kids,Full,Loose Fit,Embroidered,H&M
941,Western,Jeans,Unisex,All,Casual,Polyester,Red,High,Seniors,Sleeveless,Regular Fit,Embroidered,Adidas
942,Traditional,Kurta Pajama,Men,Monsoon,Casual,Wool,Blue,High,Adults,Full,Loose Fit,Embroidered,Local
943,Traditional,Salwar Kameez,Women,Summer,Office,Silk,Pink,High,Seniors,Full,Regular Fit,Checked,Local
944,Traditional,Saree,Women,All,Festive,Wool,Grey,Medium,Teens,Full,Slim Fit,Solid,Levi's
945,Western,T-Shirt,Men,Winter,Casual,Silk,Red,Medium,Adults,Half,Loose Fit,Printed,Nike
946,Seasonal,Hoodie,Unisex,Summer,Casual,Polyester,Black,Medium,Seniors,Sleeveless,Loose Fit,Solid,Zara
947,Traditional,Saree,Women,All,Festive,Wool,Black,Medium,Teens,Sleeveless,Regular Fit,Embroidered,Local
948,Traditional,Saree,Women,All,Festive,Nylon,Pink,High,Kids,Half,Slim Fit,Embroidered,Levi's
949,Traditional,Lehenga,Women,Monsoon,Wedding,Linen,Blue,Medium,Kids,Sleeveless,Loose Fit,Solid,Local
950,Western,Formal Suit,Men,All,Party,Linen,Yellow,Low,Kids,Sleeveless,Loose Fit,Embroidered,Zara
951,Western,Formal Suit,Men,Winter,Party,Nylon,Red,Low,Kids,Half,Regular Fit,Embroidered,Local
952,Traditional,Kurta Pajama,Men,Summer,Casual,Denim,Blue,Medium,Teens,Half,Loose Fit,Solid,Local
953,Western,T-Shirt,Men,All,Casual,Cotton,Red,Low,Adults,Sleeveless,Regular Fit,Solid,Zara
954,Western,Jeans,Unisex,All,Casual,Linen,Green,High,Kids,Full,Loose Fit,Printed,Nike
955,Western,Shirt,Men,Winter,Office,Cotton,White,Medium,Adults,Half,Loose Fit,Striped,Nike
956,Western,T-Shirt,Men,Monsoon,Casual,Denim,Red,Medium,Adults,Half,Slim Fit,Striped,H&M
957,Western,Formal Suit,Men,Summer,Party,Silk,Green,High,Adults,Sleeveless,Regular Fit,Printed,Levi's
958,Western,T-Shirt,Men,Winter,Casual,Cotton,White,High,Teens,Full,Regular Fit,Striped,FabIndia
959,Traditional,Lehenga,Women,Summer,Wedding,Silk,Pink,Medium,Adults,Sleeveless,Slim Fit,Striped,FabIndia
960,Seasonal,Jacket,Unisex,Winter,Travel,Denim,White,High,Seniors,Sleeveless,Loose Fit,Solid,Zara
961,Traditional,Saree,Women,Winter,Festive,Linen,Red,Low,Kids,Full,Slim Fit,Printed,Zara
962,Traditional,Kurti,Women,Monsoon,Festive,Nylon,Grey,Low,Kids,Full,Slim Fit,Embroidered,H&M
963,Seasonal,Raincoat,Unisex,Monsoon,Travel,Denim,Black,Low,Seniors,Half,Slim Fit,Embroidered,Nike
964,Traditional,Kurti,Women,Summer,Festive,Linen,Red,Low,Teens,Sleeveless,Slim Fit,Striped,Local
965,Traditional,Kurta Pajama,Men,All,Casual,Polyester,Blue,Low,Seniors,Sleeveless,Regular Fit,Embroidered,Nike
966,Seasonal,Raincoat,Unisex,All,Travel,Linen,Red,High,Seniors,Full,Loose Fit,Printed,Levi's
967,Seasonal,Hoodie,Unisex,All,Casual,Silk,Pink,Low,Kids,Half,Loose Fit,Printed,Levi's
968,Seasonal,Raincoat,Unisex,All,Travel,Polyester,White,Low,Teens,Sleeveless,Loose Fit,Printed,FabIndia
969,Western,Jeans,Unisex,Summer,Casual,Cotton,Green,Medium,Kids,Full,Loose Fit,Checked,H&M
970,Traditional,Kurta Pajama,Men,All,Casual,Silk,Green,High,Kids,Sleeveless,Slim Fit,Printed,FabIndia
971,Western,Formal Suit,Men,Winter,Party,Cotton,White,High,Teens,Full,Regular Fit,Striped,FabIndia
972,Western,Shirt,Men,Winter,Office,Linen,Red,High,Adults,Sleeveless,Slim Fit,Printed,Nike
973,Traditional,Salwar Kameez,Women,Winter,Office,Wool,Green,Medium,Kids,Half,Slim Fit,Solid,FabIndia
974,Western,Shirt,Men,Winter,Office,Silk,Red,Medium,Teens,Full,Regular Fit,Checked,Zara
975,Western,Shirt,Men,Monsoon,Office,Denim,Grey,Medium,Teens,Full,Loose Fit,Printed,Levi's
976,Traditional,Kurta Pajama,Men,Summer,Casual,Wool,Blue,Medium,Seniors,Full,Regular Fit,Solid,Nike
977,Western,Formal Suit,Men,Monsoon,Party,Linen,White,Medium,Adults,Sleeveless,Slim Fit,Checked,Nike
978,Western,Jeans,Unisex,Winter,Casual,Silk,Red,Low,Kids,Full,Loose Fit,Embroidered,Zara
979,Traditional,Kurta Pajama,Men,Monsoon,Casual,Linen,Black,Low,Seniors,Half,Slim Fit,Embroidered,Levi's
980,Western,Shirt,Men,Monsoon,Office,Linen,Green,Low,Seniors,Full,Slim Fit,Printed,FabIndia
981,Western,T-Shirt,Men,Summer,Casual,Linen,Blue,Medium,Seniors,Half,Regular Fit,Embroidered,Levi's
982,Traditional,Salwar Kameez,Women,Summer,Office,Denim,Blue,High,Teens,Sleeveless,Regular Fit,Striped,Levi's
983,Seasonal,Jacket,Unisex,Winter,Travel,Nylon,Yellow,Medium,Adults,Half,Regular Fit,Embroidered,H&M
984,Western,Jeans,Unisex,Monsoon,Casual,Denim,Grey,Low,Teens,Sleeveless,Loose Fit,Striped,Local
985,Traditional,Kurti,Women,All,Festive,Nylon,Grey,Low,Kids,Half,Slim Fit,Checked,Nike
986,Seasonal,Jacket,Unisex,All,Travel,Wool,Blue,High,Adults,Sleeveless,Regular Fit,Solid,H&M
987,Traditional,Kurta Pajama,Men,Summer,Casual,Silk,Green,Low,Adults,Sleeveless,Regular Fit,Embroidered,Adidas
988,Traditional,Sherwani,Men,Summer,Festive,Silk,Red,Low,Teens,Full,Loose Fit,Embroidered,Adidas
989,Western,Shirt,Men,All,Office,Cotton,Grey,High,Teens,Full,Loose Fit,Striped,Levi's
990,Seasonal,Raincoat,Unisex,All,Travel,Cotton,Yellow,Medium,Adults,Half,Slim Fit,Solid,Adidas
991,Traditional,Saree,Women,All,Festive,Cotton,Red,Medium,Adults,Half,Loose Fit,Striped,Adidas
992,Western,Shirt,Men,Winter,Office,Polyester,Black,Medium,Kids,Full,Loose Fit,Checked,H&M
993,Seasonal,Hoodie,Unisex,Summer,Casual,Silk,Green,Low,Kids,Full,Regular Fit,Solid,Levi's
994,Traditional,Salwar Kameez,Women,Summer,Office,Linen,Pink,Low,Adults,Half,Loose Fit,Solid,Levi's
995,Traditional,Kurta Pajama,Men,Winter,Casual,Polyester,Grey,Low,Adults,Full,Slim Fit,Striped,Zara
996,Western,T-Shirt,Men,Winter,Casual,Wool,Grey,Medium,Teens,Half,Regular Fit,Striped,Zara
997,Western,Shirt,Men,All,Office,Denim,Grey,Low,Teens,Sleeveless,Loose Fit,Printed,Zara
998,Western,T-Shirt,Men,Monsoon,Casual,Wool,Yellow,Low,Teens,Half,Loose Fit,Striped,Adidas
999,Western,Formal Suit,Men,All,Party,Cotton,Pink,High,Teens,Half,Slim Fit,Checked,FabIndia
1000,Western,Formal Suit,Men,Winter,Party,Cotton,Red,High,Seniors,Half,Loose Fit,Striped,Local
